,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,category,joined,brand,product,shade,img_url,shade_description_original,id,validation,img_name,mean_lab,peak_lab,sd_color,ground_truth,ground_truth_CIELAB,diff_lab,diff_peak_black,diff_peak_white,mean_lab_2,peak_lab_2,diff_lab_2,mean_lab_3,peak_lab_3,diff_lab_3,Claude_CIELAB,Claude_message,diff_llm_lab,is_list_LLM,Claude_message_2,Claude_CIELAB_2,is_list_LLM_2,diff_llm_lab_2,hex_colors,Circle,color_group,median_hex_group,median_hex_circle
44,463,463,463,lipgloss,lancôme l'absolu lacquer longwear lip gloss 308 let me shine,lancôme,l'absolu lacquer longwear lip gloss,308 let me shine,"https://images.ulta.com/is/image/Ulta/2525411?id=YobaG3&fmt=jpg&fit=constrain,1&wid=184&hei=359&op_sharpen=1&resMode=bilin",mauve pearl,496,True,ulta484.jpg,"[53.45558662689267, 3.053527708267223, 1.6930833114513488]","[99.40612553265598, 0.024568160565174857, 0.1421180439515446]",106.8878882483036,1,[52.66688129 21.11451044  7.8750909 ],14.83861025648894,99.3769084518854,0.3708966303524106,"[53.45558662689268, 3.0535277082671675, 1.693083311451371]","[99.40612553265598, 0.024568160565174857, 0.1421180439515446]",14.838610256488996,"[36.51309472048019, 4.4126534813402065, 2.4125201788415596]","[99.40612553265598, 0.024568160565174857, 0.1421180439515446]",20.1893540323618,"[40, 45, 15]","{'id': 'msg_01NLR8Bnp5eSx9AQiwk2XwpD', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[40, 45, 15]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 95, 'output_tokens': 12}}",15.668048993359715,True,"{'id': 'msg_01WJ3Fz6sGFpKz9UsCrjpdUi', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[44, 38, 20]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 115, 'output_tokens': 12}}","[44, 38, 20]",True,12.259713340970416,#a74b48,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#a74b48;""></div>",0,#c13744,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#c13744;""></div>"
45,476,476,476,lipgloss,nars oil-infused lip tint reef,nars,oil-infused lip tint,reef,https://www.sephora.com/productimages/sku/s2337582-main-zoom.jpg?imwidth=1000,sheer mauve shimmer,511,True,s2337582-main-zoom.jpg,"[56.52240240056591, 9.706416637988157, 6.78702369923081]","[99.58771265023158, 0.13321657302328704, -0.049919605298520686]",83.61774231770966,1,[65.61365132 28.5772591  21.07302086],14.410675719185242,99.57374621846252,0.3129273602168182,"[56.52240240056591, 9.706416637988157, 6.78702369923081]","[99.58771265023158, 0.13321657302328704, -0.049919605298520686]",14.410675719185242,"[41.05973241471568, 14.133690575531876, 10.08707730089724]","[99.58771265023158, 0.13321657302328704, -0.049919605298520686]",25.32693393428918,"[56, 35, 26]","{'id': 'msg_01Lj4J2hdfPGdnnjjq6sv9Pz', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[56, 35, 26]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",8.856220903816642,True,"{'id': 'msg_01GZBaCopapTxcG99iy3hYR2', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[48, 62, 42]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 133, 'output_tokens': 12}}","[48, 62, 42]",True,19.819677802404776,#d5322e,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#d5322e;""></div>",0,#c13744,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#c13744;""></div>"
46,489,489,489,lipgloss,smashbox gloss angeles lip gloss obvi mauvey,smashbox,gloss angeles lip gloss,obvi mauvey,"https://images.ulta.com/is/image/Ulta/2539059?id=Y5sak0&fmt=jpg&fit=constrain,1&wid=168&hei=360&op_sharpen=1&resMode=bilin",mauve,524,True,ulta510.jpg,"[62.281516077244106, 8.190735496195533, 1.174022655313145]","[99.54250151709346, 0.015236202505319874, 0.01143309315394525]",88.26522162804562,1,[58.09979665 37.1387589  11.71702617],16.465017280116477,99.52506020923526,0.2636313714216683,"[62.281516077244106, 8.190735496195533, 1.174022655313145]","[99.54250151709346, 0.015236202505319874, 0.01143309315394525]",16.465017280116477,"[49.00587877015208, 11.521044512363632, 1.8080738481417669]","[99.54250151709346, 0.015236202505319874, 0.01143309315394525]",16.186949373110515,"[50, 65, 25]","{'id': 'msg_01Sq7tqrS89SVx2PNzhkPKyY', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[50, 65, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 95, 'output_tokens': 12}}",11.970922548476077,True,"{'id': 'msg_01FmvBRYGLxMuPHZWRGAjj7f', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[47, 66, 22]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 115, 'output_tokens': 12}}","[47, 66, 22]",True,14.075528408731936,#d3274e,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#d3274e;""></div>",0,#c13744,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#c13744;""></div>"
47,4,4,4,blush,anastasia beverly hills stick cream blush peachy keen,anastasia beverly hills,stick cream blush,peachy keen,https://www.sephora.com/productimages/sku/s2474427-av-04-zoom.jpg?imwidth=1224,soft peach,5,True,s2474427-av-04-zoom.jpg,"[69.29394788509994, 18.51960306972472, 9.711820563053951]","[99.89888265934047, 0.0649875290941182, 0.05715626810520735]",43.55656616684691,1,[68.14449353 29.27877044 16.28918275],5.916887679322123,99.89808980840718,0.1267192462344632,"[73.07787963724064, 16.846240365380737, 9.283773692587726]","[99.97224886669214, 0.01399078043107238, 0.021148715991792244]",7.763509086818702,"[53.95067535833519, 29.90797795337291, 16.89054303307085]","[99.89888265934047, 0.0649875290941182, 0.05715626810520735]",12.3093661257196,"[67.0, 21.0, 12.0]","{'id': 'msg_01HoLTmiKaH92XmAj9qrgfwB', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[67.0, 21.0, 12.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 18}}",4.263404320418249,True,"{'id': 'msg_013wH8ZHRegpNwxN6CdZ9uoV', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[71, 27, 22]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[71, 27, 22]",True,4.880216141587154,#e89a87,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e89a87;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
48,12,12,12,blush,beautycounter cheeky clean cream blush cider,beautycounter,cheeky clean cream blush,cider,https://media.ulta.com/i/ulta/2606447_sm?w=720&h=720&fmt=webp,soft peach,13,True,ulta12.jpg,"[54.16378000600683, 20.79864794200731, 10.700026098383653]","[0.00011696672219940751, -0.00012893731360374971, -1.31473891606948e-05]",100.67067885624228,0,,,,,"[70.62192088740787, 26.333589879623588, 13.585500748416269]","[0.00011696672219940751, -0.00012893731360374971, -1.31473891606948e-05]",,"[70.62192088740787, 26.333589879623588, 13.585500748416269]","[0.00011696672219940751, -0.00012893731360374971, -1.31473891606948e-05]",,"[60, 40, 30]","{'id': 'msg_01PS5CqPcEpNiEHnQHQPh2cv', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[60, 40, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",,True,"{'id': 'msg_01JESKd7Znwkr6oa1BHBYdNZ', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[77, 34, 10]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[77, 34, 10]",True,,#ffa5ad,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#ffa5ad;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
49,13,13,13,blush,benefit cosmetics wanderful world silky-soft powder blush peachin,benefit cosmetics,wanderful world silky-soft powder blush,peachin,https://media.ulta.com/i/ulta/2595632_sm?w=1080&h=1080&fmt=auto,"golden peach, shimmer finish",14,True,ulta13.jpg,"[45.539835372692515, 19.93099009709215, 17.695592924433722]","[0.0033138289186247505, 0.004289865480774924, 0.002018619899024632]",89.39486761635177,1,[72.17525157 27.33556695 25.43152626],24.22184955589156,0.0070046979488584,99.9966854776342,"[71.74289957890446, 22.792059057650917, 20.429384232184344]","[0.0033138289186247505, 0.004289865480774924, 0.002018619899024632]",2.729602706195967,"[71.74289957890446, 22.792059057650917, 20.429384232184344]","[0.0033138289186247505, 0.004289865480774924, 0.002018619899024632]",2.729602706195967,"[60, 40, 30]","{'id': 'msg_0179yvufmcBzbEUw9PAYzwXh', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[60, 40, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",11.209774868477115,True,"{'id': 'msg_014K7Eq2pRTaNwjpvaBFmzZo', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[77, 18, 16]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[77, 18, 16]",True,6.65754812263303,#e8b1a1,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e8b1a1;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
50,14,14,14,blush,bobbi brown pot rouge for lips and cheeks fresh melon,bobbi brown,pot rouge for lips and cheeks,fresh melon,https://media.ulta.com/i/ulta/2583543_sm?w=1080&h=1080&fmt=auto,pink peach,16,True,ulta14.jpg,"[54.00872456254804, 18.02562228636212, 13.451414213460676]","[0.010830686365633113, 0.0036118052718914218, 0.004403231548105735]",82.17913054875916,1,[71.84174809 29.83295799 22.01190524],16.350334804915395,0.0093360824139727,99.98915972213788,"[62.466581486282124, 28.730407420915537, 20.36035187445502]","[0.010830686365633113, 0.0036118052718914218, 0.004403231548105735]",7.555581192056021,"[70.41110603906101, 22.8344464653239, 17.055994165503385]","[0.010830686365633113, 0.0036118052718914218, 0.004403231548105735]",3.6652931756962728,"[80, 30, 25]","{'id': 'msg_01XHa2F6WwTxx1CeAXbD245g', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[80, 30, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",6.15150165937101,True,"{'id': 'msg_01PGzCoykAQTym3p6bj4pUvq', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[72, 25, 18]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[72, 25, 18]",True,2.512921421716769,#e69e90,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e69e90;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
51,38,38,38,blush,doll 10 beauty pretty fly blusher take me to the peach,doll 10 beauty,pretty fly blusher,take me to the peach,https://cdn.shopify.com/s/files/1/1337/7215/products/BLUSHSWATCH_TAKEMETOTHEPEACH_720x.jpg?v=1629124339,peach,41,True,BLUSHSWATCH_TAKEMETOTHEPEACH_720x.jpg,"[66.42065984333226, 33.37369009022084, 12.240249572886475]","[94.49232128384384, 7.1508827229118666, -1.7668420836282284]",48.61025128888345,1,[63.77714676 42.06482417 18.64510802],4.608720510901787,92.90033384978751,9.309692525251286,"[66.42065984333226, 33.37369009022084, 12.240249572886475]","[94.49232128384384, 7.1508827229118666, -1.7668420836282284]",4.608720510901787,"[70.33029765016839, 29.982764404619445, 10.184910637862753]","[94.48667523684462, 7.155511649073631, -1.765171520181541]",7.735847701187623,"[64, 37, 23]","{'id': 'msg_01TqRR93b81eJaRf84bSJy7Z', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[64, 37, 23]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",4.066993910133025,True,"{'id': 'msg_01NmPTmVcDGjL1nmaomWEBJP', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[74, 30, 14]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[74, 30, 14]",True,9.281974758573394,#f2a09d,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f2a09d;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
52,39,39,39,blush,dragun beauty face palette t girl,dragun beauty,face palette,t girl,https://images.beautybay.com/eoaaqxyywn6o/DRAG0038F_1.jpg_s3.lmb_3jph/083f3abed602aef05b56e4742beda004/DRAG0038F_1.jpg?w=1000&fm=jpg&fl=progressive&q=70,shimmering peachy,42,True,DRAG0038F_1.jpg,"[74.69941152409, 13.609970362946644, 5.796695886729464]","[94.15798986129992, 3.881323169471873, -2.6985311355947506]",41.25712362316433,0,,,,,"[74.69941152409001, 13.609970362946589, 5.796695886729486]","[94.15798986129992, 3.881323169471873, -2.6985311355947506]",,"[74.69941152409001, 13.609970362946589, 5.796695886729486]","[94.15798986129992, 3.881323169471873, -2.6985311355947506]",,"[65, 35, 45]","{'id': 'msg_01XqBaFQ9NMQn2NsNRdVUGFe', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[65, 35, 45]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 106, 'output_tokens': 12}}",,True,"{'id': 'msg_0165R2QqPefe63ogk1qyzdT9', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[75, 25, 15]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 132, 'output_tokens': 12}}","[75, 25, 15]",True,,#eda79e,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#eda79e;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
53,45,45,45,blush,flower beauty blush bomb color drops spiced petal,flower beauty,blush bomb color drops,spiced petal,https://cdn.shopify.com/s/files/1/0070/1707/0662/products/flower_pdp_face_blush-bomb-color-drops_alt-img_swatches_spiced_720x.jpg?v=1628267306,peach,49,True,flower_pdp_face_blush-bomb-color-drops_alt-img_swatches_spiced_720x.jpg,"[79.71580739398767, 12.60095479403789, 9.245498071729873]","[99.93545977810257, 0.047143076426503505, 0.03523604475053066]",35.33884405353096,1,[60.54857518 26.4735971  19.60556885],17.158326488621928,99.93514185125171,0.0870950777435221,"[79.71580739398767, 12.600954794037944, 9.245498071729873]","[99.93545977810257, 0.047143076426503505, 0.03523604475053066]",17.158326488621913,"[59.46843336722948, 26.178280296740464, 19.498425019625355]","[99.87094636633384, 0.09011392508440075, 0.062396602021697056]",0.960256086915876,"[52, 42, 30]","{'id': 'msg_013UkUYtNA2CXfydbiqr7Bxc', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[52, 42, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 106, 'output_tokens': 12}}",10.236716086829544,True,"{'id': 'msg_013zKUwc6SeyP8R97742TssX', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[76, 26, 18]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 132, 'output_tokens': 12}}","[76, 26, 18]",True,12.237367129462523,#f3a89b,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a89b;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
54,46,46,46,blush,glossier cloud paint beam,glossier,cloud paint,beam,https://www.sephora.com/productimages/sku/s2649382-av-9-zoom.jpg?imwidth=1224,soft peach,50,True,s2649382-av-9-zoom.jpg,"[66.80249363753092, 20.845086831263625, 15.691868463605797]","[99.79117508840349, 0.08347699383121077, 0.23606305684251705]",65.78535326977739,1,[72.62502869 32.8592892  27.49829215],8.089798100766362,99.78788074220378,0.2913201812444483,"[66.80249363753092, 20.845086831263625, 15.691868463605797]","[99.79117508840349, 0.08347699383121077, 0.23606305684251705]",8.089798100766362,"[55.91625843222536, 29.61062367962586, 22.886167592723172]","[99.79117508840349, 0.08347699383121077, 0.23606305684251705]",14.050456663878116,"[41, 31, 22]","{'id': 'msg_01EJznoAn7YeKb8xLAiXFW9z', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[41, 31, 22]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",29.27110007890227,True,"{'id': 'msg_01XXYzGc4GtLkSUTWFtwFKcm', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[72, 40, 32]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[72, 40, 32]",True,2.8165165858480123,#ff9178,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#ff9178;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
55,48,48,48,blush,honest beauty creme cheek blush coral peach,honest beauty,creme cheek blush,coral peach,https://www.honest.com/dw/image/v2/BDBW_PRD/on/demandware.static/-/Sites-HC-master-catalog/default/dwc2004b67/images/large/Creme-Cheek-Blush/BeautyRestage-CremeCheekLipColor/OnWhite/COLOR_CORAL_PEACH_SMEAR.jpg?sw=2000&sh=2000&sm=fit,bright warm peach,52,True,COLOR_CORAL_PEACH_SMEAR.jpg,"[77.76526069281431, 22.467031963113893, 15.489357162233809]","[99.9457985068672, 0.036978571734791466, 0.03706180205711451]",59.72089408261289,1,[60.49565709 47.64853711 35.77123194],17.40887783530902,99.94557450007837,0.0734842891718496,"[77.76526069281431, 22.467031963113893, 15.489357162233809]","[99.9457985068672, 0.036978571734791466, 0.03706180205711451]",17.40887783530902,"[68.75292549384015, 34.36800424252151, 24.62820859354593]","[99.96326095157293, 0.023319219169426475, 0.02651209209458827]",8.64431789936984,"[55, 60, 45]","{'id': 'msg_01XFVuemKCQLg5N32mCENKva', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[55, 60, 45]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",6.2915740038388295,True,"{'id': 'msg_01TVtuiHSZAfWcqfNyPjKoUM', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[73, 32, 31]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[73, 32, 31]",True,11.7832199325967,#f99b7c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f99b7c;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
56,69,69,69,blush,mac cosmetics sheertone shimmer blush peach twist,mac cosmetics,sheertone shimmer blush,peach twist,https://www.maccosmetics.com/media/export/cms/products/640x600/mac_sku_M4RM18_640x600_0.jpg,golden peach,75,True,mac_sku_M4RM18_640x600_0.jpg,"[55.90998258370064, 6.7708024777232705, 5.994285103201946]","[99.91817797970194, -0.0023304064049045614, 0.004580750526850252]",61.94536878320213,1,[71.05943911 28.45874813 24.46039829],19.404191016162795,99.9176172521061,0.0472046878913247,"[60.87637650312476, 7.209635598663111, 6.3581239979598525]","[99.91323403027593, -0.0023211731562389204, 0.004555640288561591]",16.47319480832909,"[38.55460291431427, 9.757647446601709, 8.571645017521757]","[99.91817797970194, -0.0023304064049045614, 0.004580750526850252]",33.09741558269387,"[47.0, 57.0, 26.0]","{'id': 'msg_016tu4nwXc5W3eiqoDp3dQBU', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[47.0, 57.0, 26.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 18}}",24.373908685234547,True,"{'id': 'msg_01Y1LXkwwKDpnv3bSoBVRTbR', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[76, 30, 15]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[76, 30, 15]",True,7.344728901731657,#f8a5a1,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f8a5a1;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
57,71,71,71,blush,mac cosmetics sheertone shimmer blush sunbasque,mac cosmetics,sheertone shimmer blush,sunbasque,https://www.maccosmetics.com/media/export/cms/products/640x600/mac_sku_M4RM10_640x600_0.jpg,peach with pearl,77,True,mac_sku_M4RM10_640x600_0.jpg,"[61.22871078571423, 6.184715049344147, 5.698253476110504]","[99.92105600930422, -0.002330448782728034, 0.004580855510205595]",61.46034036447035,1,[71.8114769  24.45169594 21.86199183],16.10472125440395,99.92053402905472,0.0455689347737429,"[55.230101755913495, 5.665581586185131, 5.203236974065861]","[99.92386264267546, -0.0023304896247799967, 0.004580957615507586]",19.88695219691647,"[38.930743325192275, 8.341319881771891, 7.603957903416503]","[99.92386264267546, -0.0023304896247799967, 0.004580957615507586]",33.02771470103057,"[50, 30, 25]","{'id': 'msg_01NzRoT1uq93bBhX5rCGPf7h', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[50, 30, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",19.11802052583971,True,"{'id': 'msg_01F4SMGZPDBvzS5DdnaQ7xiD', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[70, 25, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[70, 25, 25]",True,2.2178192785877373,#e3987f,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e3987f;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
58,73,73,73,blush,makeup obsession isn't it peachy blush palette,makeup obsession,isn't it peachy blush palette,,https://www.revolutionbeauty.com/dw/image/v2/BCZJ_PRD/on/demandware.static/-/Sites-revbe-master-catalog/default/dw9405742b/images/hi-res/1105613_2.jpg,two warm peachy matte blushes,79,True,1105613_2.jpg,"[81.30486125048185, 10.811805701761434, 16.836290474112214]","[99.96388865880144, -0.0010267236016936465, 0.013079689293227226]",54.33690812870801,1,[69.43243331 24.98474833 29.3552725 ],12.271419659321426,99.9637802201964,0.0245100123820264,"[81.30486125048185, 10.811805701761434, 16.836290474112193]","[99.96388865880144, -0.0010267236016936465, 0.013079689293227226]",12.271419659321428,"[75.1285294095722, 15.344320220313678, 23.169920317638805]","[99.96388865880144, -0.0010267236016936465, 0.013079689293227226]",6.840311789527739,"[65, 35, 25]","{'id': 'msg_01Qz5NJFpkDatMKgF6rJPiWn', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[65, 35, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",8.020535856899103,True,"{'id': 'msg_01REdnurfB9Rjoit5aGSY9SL', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[76, 26, 19]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[76, 26, 19]",True,8.169238599311354,#f4a899,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f4a899;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
59,84,84,84,blush,nars blush sex appeal,nars,blush,sex appeal,https://www.sephora.com/productimages/sku/s2756344-av-1-zoom.jpg?imwidth=1224,soft peach,90,True,s2756344-av-1-zoom.jpg,"[81.25075125045726, 12.320169301074934, 7.683100099768558]","[99.81453091803935, 0.09021329035169279, 0.08989738056830454]",30.011291590705188,1,[82.18162957 14.17141641  8.69782331],1.5914547897219802,99.81178379687768,0.1936228298965281,"[81.25075125045726, 12.320169301074934, 7.683100099768558]","[99.81453091803935, 0.09021329035169279, 0.08989738056830454]",1.5914547897219802,"[78.16108423732044, 14.690778927271664, 9.506899295437377]","[99.94563881679831, 0.012883654739948014, 0.025993425467585318]",2.841831448770682,"[71, 33, 21]","{'id': 'msg_01NYkpsh9XLn91QAQe5KPGdc', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[71, 33, 21]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",13.008460184991112,True,"{'id': 'msg_01QSqP939K8iLFLhdd7kPtn3', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[72, 45, 6]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 13}}","[72, 45, 6]",True,16.295829206263118,#ff8ea7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#ff8ea7;""></div>",1,#f3a3a7,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f3a3a7;""></div>"
